date,product,sales,month,quarter,season
2023-04-02,Phone,148.24,4,Q2,Spring
2023-04-02,Tablet,61.28,4,Q2,Spring
2023-04-02,Headphones,121.79,4,Q2,Spring
2023-04-02,Watch,55.01,4,Q2,Spring
2023-04-02,Camera,83.66,4,Q2,Spring
2023-04-03,Laptop,87.33,4,Q2,Spring
2023-04-03,Phone,135.4,4,Q2,Spring
2023-04-03,Tablet,89.16,4,Q2,Spring
2023-04-03,Headphones,98.36,4,Q2,Spring
2023-04-03,Watch,87.14,4,Q2,Spring
2023-04-03,Camera,65.45,4,Q2,Spring
2023-04-04,Laptop,117.88,4,Q2,Spring
2023-04-04,Phone,145.74,4,Q2,Spring
2023-04-04,Tablet,109.56,4,Q2,Spring
2023-04-04,Headphones,101.34,4,Q2,Spring
2023-04-04,Watch,81.4,4,Q2,Spring
2023-04-04,Camera,56.09,4,Q2,Spring
2023-04-05,Laptop,82.26,4,Q2,Spring
2023-04-05,Phone,142.57,4,Q2,Spring
2023-04-05,Tablet,110.35,4,Q2,Spring
2023-04-05,Headphones,104.76,4,Q2,Spring
2023-04-05,Watch,74.38,4,Q2,Spring
2023-04-05,Camera,74.18,4,Q2,Spring
2023-04-06,Laptop,89.0,4,Q2,Spring
2023-04-06,Phone,127.35,4,Q2,Spring
2023-04-06,Tablet,77.39,4,Q2,Spring
2023-04-06,Headphones,63.67,4,Q2,Spring
2023-04-06,Watch,83.85,4,Q2,Spring
2023-04-06,Camera,26.57,4,Q2,Spring
2023-04-07,Laptop,56.55,4,Q2,Spring
2023-04-07,Phone,182.79,4,Q2,Spring
2023-04-07,Tablet,91.51,4,Q2,Spring
2023-04-07,Headphones,116.39,4,Q2,Spring
2023-04-07,Watch,57.92,4,Q2,Spring
2023-04-07,Camera,26.87,4,Q2,Spring
2023-04-08,Laptop,120.76,4,Q2,Spring
2023-04-08,Phone,171.63,4,Q2,Spring
2023-04-08,Tablet,98.05,4,Q2,Spring
2023-04-08,Headphones,117.99,4,Q2,Spring
2023-04-08,Watch,70.83,4,Q2,Spring
2023-04-08,Camera,48.15,4,Q2,Spring
2023-04-09,Laptop,51.93,4,Q2,Spring
2023-04-09,Phone,93.26,4,Q2,Spring
2023-04-09,Tablet,96.8,4,Q2,Spring
2023-04-09,Headphones,102.66,4,Q2,Spring
2023-04-09,Watch,65.55,4,Q2,Spring
2023-04-09,Camera,45.96,4,Q2,Spring
2023-04-10,Laptop,79.12,4,Q2,Spring
2023-04-10,Phone,119.4,4,Q2,Spring
2023-04-10,Tablet,73.58,4,Q2,Spring
2023-04-10,Headphones,72.54,4,Q2,Spring
2023-04-10,Watch,75.25,4,Q2,Spring
2023-04-10,Camera,76.33,4,Q2,Spring
2023-04-11,Laptop,77.71,4,Q2,Spring
2023-04-11,Phone,138.61,4,Q2,Spring
2023-04-11,Tablet,81.19,4,Q2,Spring
2023-04-11,Headphones,79.33,4,Q2,Spring
2023-04-11,Watch,67.86,4,Q2,Spring
2023-04-11,Camera,38.14,4,Q2,Spring
2023-04-12,Laptop,77.45,4,Q2,Spring
2023-04-12,Phone,134.81,4,Q2,Spring
2023-04-12,Tablet,72.01,4,Q2,Spring
2023-04-12,Headphones,104.74,4,Q2,Spring
2023-04-12,Watch,56.47,4,Q2,Spring
2023-04-12,Camera,71.74,4,Q2,Spring
2023-04-13,Laptop,75.74,4,Q2,Spring
2023-04-13,Phone,129.67,4,Q2,Spring
2023-04-13,Tablet,117.53,4,Q2,Spring
2023-04-13,Headphones,75.15,4,Q2,Spring
2023-04-13,Watch,94.56,4,Q2,Spring
2023-04-13,Camera,66.75,4,Q2,Spring
2023-04-14,Laptop,101.31,4,Q2,Spring
2023-04-14,Phone,161.08,4,Q2,Spring
2023-04-14,Tablet,71.9,4,Q2,Spring
2023-04-14,Headphones,78.22,4,Q2,Spring
2023-04-14,Watch,48.67,4,Q2,Spring
2023-04-14,Camera,52.71,4,Q2,Spring
2023-04-15,Laptop,68.18,4,Q2,Spring
2023-04-15,Phone,146.94,4,Q2,Spring
2023-04-15,Tablet,51.84,4,Q2,Spring
2023-04-15,Headphones,112.46,4,Q2,Spring
2023-04-15,Watch,97.61,4,Q2,Spring
2023-04-15,Camera,50.98,4,Q2,Spring
2023-04-16,Laptop,89.69,4,Q2,Spring
2023-04-16,Phone,134.8,4,Q2,Spring
2023-04-16,Tablet,68.57,4,Q2,Spring
2023-04-16,Headphones,88.74,4,Q2,Spring
2023-04-16,Watch,72.06,4,Q2,Spring
2023-04-16,Camera,79.19,4,Q2,Spring
2023-04-17,Laptop,59.36,4,Q2,Spring
2023-04-17,Phone,162.96,4,Q2,Spring
2023-04-17,Tablet,121.04,4,Q2,Spring
2023-04-17,Headphones,100.75,4,Q2,Spring
2023-04-17,Watch,70.34,4,Q2,Spring
2023-04-17,Camera,78.06,4,Q2,Spring
2023-04-18,Laptop,54.11,4,Q2,Spring
2023-04-18,Phone,87.34,4,Q2,Spring
2023-04-18,Tablet,40.82,4,Q2,Spring
2023-04-18,Headphones,132.7,4,Q2,Spring
2023-04-18,Watch,78.3,4,Q2,Spring
2023-04-18,Camera,59.99,4,Q2,Spring
2023-04-19,Laptop,91.8,4,Q2,Spring
2023-04-19,Phone,140.17,4,Q2,Spring
2023-04-19,Tablet,79.23,4,Q2,Spring
2023-04-19,Headphones,88.94,4,Q2,Spring
2023-04-19,Watch,68.53,4,Q2,Spring
2023-04-19,Camera,60.25,4,Q2,Spring
2023-04-20,Laptop,102.12,4,Q2,Spring
2023-04-20,Phone,137.53,4,Q2,Spring
2023-04-20,Tablet,107.82,4,Q2,Spring
2023-04-20,Headphones,87.09,4,Q2,Spring
2023-04-20,Watch,52.04,4,Q2,Spring
2023-04-20,Camera,50.82,4,Q2,Spring
2023-04-21,Laptop,86.2,4,Q2,Spring
2023-04-21,Phone,133.03,4,Q2,Spring
2023-04-21,Tablet,61.28,4,Q2,Spring
2023-04-21,Headphones,79.77,4,Q2,Spring
2023-04-21,Watch,59.06,4,Q2,Spring
2023-04-21,Camera,90.56,4,Q2,Spring
2023-04-22,Laptop,91.49,4,Q2,Spring
2023-04-22,Phone,130.49,4,Q2,Spring
2023-04-22,Tablet,67.16,4,Q2,Spring
2023-04-22,Headphones,93.94,4,Q2,Spring
2023-04-22,Watch,72.28,4,Q2,Spring
2023-04-22,Camera,77.15,4,Q2,Spring
2023-04-23,Laptop,80.34,4,Q2,Spring
2023-04-23,Phone,72.94,4,Q2,Spring
2023-04-23,Tablet,55.88,4,Q2,Spring
2023-04-23,Headphones,58.58,4,Q2,Spring
2023-04-23,Watch,85.17,4,Q2,Spring
2023-04-23,Camera,27.17,4,Q2,Spring
2023-04-24,Laptop,75.18,4,Q2,Spring
2023-04-24,Phone,93.38,4,Q2,Spring
2023-04-24,Tablet,85.55,4,Q2,Spring
2023-04-24,Headphones,92.66,4,Q2,Spring
2023-04-24,Watch,85.17,4,Q2,Spring
2023-04-24,Camera,50.34,4,Q2,Spring
2023-04-25,Laptop,64.06,4,Q2,Spring
2023-04-25,Phone,142.62,4,Q2,Spring
2023-04-25,Tablet,41.91,4,Q2,Spring
2023-04-25,Headphones,127.33,4,Q2,Spring
2023-04-25,Watch,71.03,4,Q2,Spring
2023-04-25,Camera,70.99,4,Q2,Spring
2023-04-26,Laptop,85.97,4,Q2,Spring
2023-04-26,Phone,180.03,4,Q2,Spring
2023-04-26,Tablet,94.87,4,Q2,Spring
2023-04-26,Headphones,141.65,4,Q2,Spring
2023-04-26,Watch,62.91,4,Q2,Spring
2023-04-26,Camera,58.74,4,Q2,Spring
2023-04-27,Laptop,113.58,4,Q2,Spring
2023-04-27,Phone,122.35,4,Q2,Spring
2023-04-27,Tablet,48.73,4,Q2,Spring
2023-04-27,Headphones,117.44,4,Q2,Spring
2023-04-27,Watch,60.71,4,Q2,Spring
2023-04-27,Camera,81.42,4,Q2,Spring
2023-04-28,Laptop,88.37,4,Q2,Spring
2023-04-28,Phone,108.05,4,Q2,Spring
2023-04-28,Tablet,72.33,4,Q2,Spring
2023-04-28,Headphones,132.13,4,Q2,Spring
2023-04-28,Watch,98.03,4,Q2,Spring
2023-04-28,Camera,61.56,4,Q2,Spring
2023-04-29,Laptop,83.6,4,Q2,Spring
2023-04-29,Phone,174.82,4,Q2,Spring
2023-04-29,Tablet,99.34,4,Q2,Spring
2023-04-29,Headphones,84.31,4,Q2,Spring
2023-04-29,Watch,35.71,4,Q2,Spring
2023-04-29,Camera,73.64,4,Q2,Spring
2023-04-30,Laptop,73.69,4,Q2,Spring
2023-04-30,Phone,146.15,4,Q2,Spring
2023-04-30,Tablet,87.94,4,Q2,Spring
2023-04-30,Headphones,99.48,4,Q2,Spring
2023-04-30,Watch,82.59,4,Q2,Spring
2023-04-30,Camera,73.24,4,Q2,Spring
2023-05-01,Laptop,102.34,5,Q2,Spring
2023-05-01,Phone,80.29,5,Q2,Spring
2023-05-01,Tablet,79.88,5,Q2,Spring
2023-05-01,Headphones,95.29,5,Q2,Spring
2023-05-01,Watch,87.55,5,Q2,Spring
2023-05-01,Camera,80.73,5,Q2,Spring
2023-05-02,Laptop,109.87,5,Q2,Spring
2023-05-02,Phone,82.57,5,Q2,Spring
2023-05-02,Tablet,95.87,5,Q2,Spring
2023-05-02,Headphones,132.53,5,Q2,Spring
2023-05-02,Watch,55.82,5,Q2,Spring
2023-05-02,Camera,48.99,5,Q2,Spring
2023-05-03,Laptop,76.6,5,Q2,Spring
2023-05-03,Phone,124.0,5,Q2,Spring
2023-05-03,Tablet,65.31,5,Q2,Spring
2023-05-03,Headphones,117.83,5,Q2,Spring
2023-05-03,Watch,68.27,5,Q2,Spring
2023-05-03,Camera,57.06,5,Q2,Spring
2023-05-04,Laptop,82.26,5,Q2,Spring
2023-05-04,Phone,69.65,5,Q2,Spring
2023-05-04,Tablet,87.83,5,Q2,Spring
2023-05-04,Headphones,130.54,5,Q2,Spring
2023-05-04,Watch,82.47,5,Q2,Spring
2023-05-04,Camera,25.37,5,Q2,Spring
2023-05-05,Laptop,68.22,5,Q2,Spring
2023-05-05,Phone,105.65,5,Q2,Spring
2023-05-05,Tablet,72.82,5,Q2,Spring
2023-05-05,Headphones,150.9,5,Q2,Spring
2023-05-05,Watch,110.94,5,Q2,Spring
2023-05-05,Camera,78.21,5,Q2,Spring
2023-05-06,Laptop,86.94,5,Q2,Spring
2023-05-06,Phone,75.24,5,Q2,Spring
2023-05-06,Tablet,72.74,5,Q2,Spring
2023-05-06,Headphones,123.48,5,Q2,Spring
2023-05-06,Watch,86.01,5,Q2,Spring
2023-05-06,Camera,44.36,5,Q2,Spring
2023-05-07,Laptop,49.87,5,Q2,Spring
2023-05-07,Phone,87.29,5,Q2,Spring
2023-05-07,Tablet,110.52,5,Q2,Spring
2023-05-07,Headphones,98.06,5,Q2,Spring
2023-05-07,Watch,92.92,5,Q2,Spring
2023-05-07,Camera,47.69,5,Q2,Spring
2023-05-08,Laptop,84.93,5,Q2,Spring
2023-05-08,Phone,139.35,5,Q2,Spring
2023-05-08,Tablet,60.98,5,Q2,Spring
2023-05-08,Headphones,85.13,5,Q2,Spring
2023-05-08,Watch,73.05,5,Q2,Spring
2023-05-08,Camera,38.46,5,Q2,Spring
2023-05-09,Laptop,82.89,5,Q2,Spring
2023-05-09,Phone,40.22,5,Q2,Spring
2023-05-09,Tablet,97.28,5,Q2,Spring
2023-05-09,Headphones,128.65,5,Q2,Spring
2023-05-09,Watch,66.26,5,Q2,Spring
2023-05-09,Camera,51.04,5,Q2,Spring
2023-05-10,Laptop,104.53,5,Q2,Spring
2023-05-10,Phone,86.16,5,Q2,Spring
2023-05-10,Tablet,57.68,5,Q2,Spring
2023-05-10,Headphones,99.14,5,Q2,Spring
2023-05-10,Watch,74.76,5,Q2,Spring
2023-05-10,Camera,75.2,5,Q2,Spring
2023-05-11,Laptop,72.19,5,Q2,Spring
2023-05-11,Phone,55.2,5,Q2,Spring
2023-05-11,Tablet,88.98,5,Q2,Spring
2023-05-11,Headphones,106.5,5,Q2,Spring
2023-05-11,Watch,42.83,5,Q2,Spring
2023-05-11,Camera,56.99,5,Q2,Spring
2023-05-12,Laptop,71.13,5,Q2,Spring
2023-05-12,Phone,98.04,5,Q2,Spring
2023-05-12,Tablet,65.81,5,Q2,Spring
2023-05-12,Headphones,77.21,5,Q2,Spring
2023-05-12,Watch,84.29,5,Q2,Spring
2023-05-12,Camera,48.43,5,Q2,Spring
2023-05-13,Laptop,93.79,5,Q2,Spring
2023-05-13,Phone,89.51,5,Q2,Spring
2023-05-13,Tablet,67.62,5,Q2,Spring
2023-05-13,Headphones,49.34,5,Q2,Spring
2023-05-13,Watch,85.15,5,Q2,Spring
2023-05-13,Camera,21.55,5,Q2,Spring
2023-05-14,Laptop,110.48,5,Q2,Spring
2023-05-14,Phone,83.09,5,Q2,Spring
2023-05-14,Tablet,90.82,5,Q2,Spring
2023-05-14,Headphones,79.09,5,Q2,Spring
2023-05-14,Watch,53.71,5,Q2,Spring
2023-05-14,Camera,77.72,5,Q2,Spring
2023-05-15,Laptop,82.65,5,Q2,Spring
2023-05-15,Phone,69.12,5,Q2,Spring
2023-05-15,Tablet,93.35,5,Q2,Spring
2023-05-15,Headphones,128.32,5,Q2,Spring
2023-05-15,Watch,66.66,5,Q2,Spring
2023-05-15,Camera,66.37,5,Q2,Spring
2023-05-16,Laptop,67.43,5,Q2,Spring
2023-05-16,Phone,99.86,5,Q2,Spring
2023-05-16,Tablet,120.77,5,Q2,Spring
2023-05-16,Headphones,103.86,5,Q2,Spring
2023-05-16,Watch,79.48,5,Q2,Spring
2023-05-16,Camera,57.35,5,Q2,Spring
2023-05-17,Laptop,80.0,5,Q2,Spring
2023-05-17,Phone,79.94,5,Q2,Spring
2023-05-17,Tablet,68.95,5,Q2,Spring
2023-05-17,Headphones,130.58,5,Q2,Spring
2023-05-17,Watch,84.46,5,Q2,Spring
2023-05-17,Camera,63.57,5,Q2,Spring
2023-05-18,Laptop,67.28,5,Q2,Spring
2023-05-18,Phone,96.49,5,Q2,Spring
2023-05-18,Tablet,124.89,5,Q2,Spring
2023-05-18,Headphones,114.85,5,Q2,Spring
2023-05-18,Watch,69.19,5,Q2,Spring
2023-05-18,Camera,61.11,5,Q2,Spring
2023-05-19,Laptop,95.87,5,Q2,Spring
2023-05-19,Phone,83.28,5,Q2,Spring
2023-05-19,Tablet,99.89,5,Q2,Spring
2023-05-19,Headphones,51.48,5,Q2,Spring
2023-05-19,Watch,87.93,5,Q2,Spring
2023-05-19,Camera,42.96,5,Q2,Spring
2023-05-20,Laptop,98.92,5,Q2,Spring
2023-05-20,Phone,82.03,5,Q2,Spring
2023-05-20,Tablet,64.51,5,Q2,Spring
2023-05-20,Headphones,129.08,5,Q2,Spring
2023-05-20,Watch,102.25,5,Q2,Spring
2023-05-20,Camera,67.66,5,Q2,Spring
2023-05-21,Laptop,86.22,5,Q2,Spring
2023-05-21,Phone,76.98,5,Q2,Spring
2023-05-21,Tablet,73.01,5,Q2,Spring
2023-05-21,Headphones,92.72,5,Q2,Spring
2023-05-21,Watch,71.38,5,Q2,Spring
2023-05-21,Camera,62.29,5,Q2,Spring
2023-05-22,Laptop,80.48,5,Q2,Spring
2023-05-22,Phone,111.66,5,Q2,Spring
2023-05-22,Tablet,57.22,5,Q2,Spring
2023-05-22,Headphones,112.07,5,Q2,Spring
2023-05-22,Watch,79.8,5,Q2,Spring
2023-05-22,Camera,78.71,5,Q2,Spring
2023-05-23,Laptop,84.14,5,Q2,Spring
2023-05-23,Phone,121.11,5,Q2,Spring
2023-05-23,Tablet,68.13,5,Q2,Spring
2023-05-23,Headphones,120.94,5,Q2,Spring
2023-05-23,Watch,48.06,5,Q2,Spring
2023-05-23,Camera,52.67,5,Q2,Spring
2023-05-24,Laptop,87.22,5,Q2,Spring
2023-05-24,Phone,98.42,5,Q2,Spring
2023-05-24,Tablet,85.61,5,Q2,Spring
2023-05-24,Headphones,120.93,5,Q2,Spring
2023-05-24,Watch,67.76,5,Q2,Spring
2023-05-24,Camera,61.65,5,Q2,Spring
2023-05-25,Laptop,104.26,5,Q2,Spring
2023-05-25,Phone,82.48,5,Q2,Spring
2023-05-25,Tablet,76.66,5,Q2,Spring
2023-05-25,Headphones,99.84,5,Q2,Spring
2023-05-25,Watch,44.57,5,Q2,Spring
2023-05-25,Camera,88.51,5,Q2,Spring
2023-05-26,Laptop,76.64,5,Q2,Spring
2023-05-26,Phone,102.88,5,Q2,Spring
2023-05-26,Tablet,67.55,5,Q2,Spring
2023-05-26,Headphones,124.51,5,Q2,Spring
2023-05-26,Watch,82.66,5,Q2,Spring
2023-05-26,Camera,34.34,5,Q2,Spring
2023-05-27,Laptop,51.23,5,Q2,Spring
2023-05-27,Phone,112.94,5,Q2,Spring
2023-05-27,Tablet,87.33,5,Q2,Spring
2023-05-27,Headphones,145.39,5,Q2,Spring
2023-05-27,Watch,100.38,5,Q2,Spring
2023-05-27,Camera,44.89,5,Q2,Spring
2023-05-28,Laptop,67.63,5,Q2,Spring
2023-05-28,Phone,127.32,5,Q2,Spring
2023-05-28,Tablet,87.49,5,Q2,Spring
2023-05-28,Headphones,117.82,5,Q2,Spring
2023-05-28,Watch,63.23,5,Q2,Spring
2023-05-28,Camera,37.89,5,Q2,Spring
2023-05-29,Laptop,69.84,5,Q2,Spring
2023-05-29,Phone,75.35,5,Q2,Spring
2023-05-29,Tablet,56.67,5,Q2,Spring
2023-05-29,Headphones,77.51,5,Q2,Spring
2023-05-29,Watch,56.58,5,Q2,Spring
2023-05-29,Camera,48.77,5,Q2,Spring
2023-05-30,Laptop,98.51,5,Q2,Spring
2023-05-30,Phone,57.4,5,Q2,Spring
2023-05-30,Tablet,84.15,5,Q2,Spring
2023-05-30,Headphones,96.74,5,Q2,Spring
2023-05-30,Watch,57.57,5,Q2,Spring
2023-05-30,Camera,73.13,5,Q2,Spring
2023-05-31,Laptop,109.81,5,Q2,Spring
2023-05-31,Phone,62.11,5,Q2,Spring
2023-05-31,Tablet,35.31,5,Q2,Spring
2023-05-31,Headphones,110.43,5,Q2,Spring
2023-05-31,Watch,56.81,5,Q2,Spring
2023-05-31,Camera,55.67,5,Q2,Spring
2023-06-01,Laptop,114.76,6,Q2,Summer
2023-06-01,Phone,76.25,6,Q2,Summer
2023-06-01,Tablet,38.38,6,Q2,Summer
2023-06-01,Headphones,85.91,6,Q2,Summer
2023-06-01,Watch,68.93,6,Q2,Summer
2023-06-01,Camera,146.3,6,Q2,Summer
2023-06-02,Laptop,87.12,6,Q2,Summer
2023-06-02,Phone,84.48,6,Q2,Summer
2023-06-02,Tablet,78.61,6,Q2,Summer
2023-06-02,Headphones,116.5,6,Q2,Summer
2023-06-02,Watch,86.22,6,Q2,Summer
2023-06-02,Camera,144.02,6,Q2,Summer
2023-06-03,Laptop,62.79,6,Q2,Summer
2023-06-03,Phone,87.32,6,Q2,Summer
2023-06-03,Tablet,59.12,6,Q2,Summer
2023-06-03,Headphones,89.95,6,Q2,Summer
2023-06-03,Watch,61.96,6,Q2,Summer
2023-06-03,Camera,191.84,6,Q2,Summer
2023-06-04,Laptop,99.78,6,Q2,Summer
2023-06-04,Phone,96.12,6,Q2,Summer
2023-06-04,Tablet,70.09,6,Q2,Summer
2023-06-04,Headphones,113.31,6,Q2,Summer
2023-06-04,Watch,86.99,6,Q2,Summer
2023-06-04,Camera,171.84,6,Q2,Summer
2023-06-05,Laptop,85.96,6,Q2,Summer
2023-06-05,Phone,86.8,6,Q2,Summer
2023-06-05,Tablet,84.24,6,Q2,Summer
2023-06-05,Headphones,131.92,6,Q2,Summer
2023-06-05,Watch,50.62,6,Q2,Summer
2023-06-05,Camera,122.47,6,Q2,Summer
2023-06-06,Laptop,82.87,6,Q2,Summer
2023-06-06,Phone,127.54,6,Q2,Summer
2023-06-06,Tablet,68.91,6,Q2,Summer
2023-06-06,Headphones,58.27,6,Q2,Summer
2023-06-06,Watch,99.66,6,Q2,Summer
2023-06-06,Camera,114.58,6,Q2,Summer
2023-06-07,Laptop,82.38,6,Q2,Summer
2023-06-07,Phone,79.67,6,Q2,Summer
2023-06-07,Tablet,72.27,6,Q2,Summer
2023-06-07,Headphones,110.99,6,Q2,Summer
2023-06-07,Watch,62.79,6,Q2,Summer
2023-06-07,Camera,153.47,6,Q2,Summer
2023-06-08,Laptop,91.85,6,Q2,Summer
2023-06-08,Phone,97.14,6,Q2,Summer
2023-06-08,Tablet,87.81,6,Q2,Summer
2023-06-08,Headphones,127.16,6,Q2,Summer
2023-06-08,Watch,72.97,6,Q2,Summer
2023-06-08,Camera,98.46,6,Q2,Summer
2023-06-09,Laptop,62.33,6,Q2,Summer
2023-06-09,Phone,143.5,6,Q2,Summer
2023-06-09,Tablet,95.22,6,Q2,Summer
2023-06-09,Headphones,58.55,6,Q2,Summer
2023-06-09,Watch,52.76,6,Q2,Summer
2023-06-09,Camera,149.9,6,Q2,Summer
2023-06-10,Laptop,55.81,6,Q2,Summer
2023-06-10,Phone,73.08,6,Q2,Summer
2023-06-10,Tablet,103.99,6,Q2,Summer
2023-06-10,Headphones,46.53,6,Q2,Summer
2023-06-10,Watch,105.0,6,Q2,Summer
2023-06-10,Camera,125.62,6,Q2,Summer
2023-06-11,Laptop,71.5,6,Q2,Summer
2023-06-11,Phone,122.57,6,Q2,Summer
2023-06-11,Tablet,88.74,6,Q2,Summer
2023-06-11,Headphones,122.7,6,Q2,Summer
2023-06-11,Watch,70.4,6,Q2,Summer
2023-06-11,Camera,165.18,6,Q2,Summer
2023-06-12,Laptop,86.25,6,Q2,Summer
2023-06-12,Phone,96.5,6,Q2,Summer
2023-06-12,Tablet,97.5,6,Q2,Summer
2023-06-12,Headphones,77.16,6,Q2,Summer
2023-06-12,Watch,50.78,6,Q2,Summer
2023-06-12,Camera,154.68,6,Q2,Summer
2023-06-13,Laptop,77.21,6,Q2,Summer
2023-06-13,Phone,111.24,6,Q2,Summer
2023-06-13,Tablet,81.98,6,Q2,Summer
2023-06-13,Headphones,116.87,6,Q2,Summer
2023-06-13,Watch,78.67,6,Q2,Summer
2023-06-13,Camera,152.17,6,Q2,Summer
2023-06-14,Laptop,88.22,6,Q2,Summer
2023-06-14,Phone,71.28,6,Q2,Summer
2023-06-14,Tablet,92.44,6,Q2,Summer
2023-06-14,Headphones,95.74,6,Q2,Summer
2023-06-14,Watch,95.21,6,Q2,Summer
2023-06-14,Camera,139.34,6,Q2,Summer
2023-06-15,Laptop,50.66,6,Q2,Summer
2023-06-15,Phone,87.34,6,Q2,Summer
2023-06-15,Tablet,100.38,6,Q2,Summer
2023-06-15,Headphones,119.66,6,Q2,Summer
2023-06-15,Watch,65.34,6,Q2,Summer
2023-06-15,Camera,193.16,6,Q2,Summer
2023-06-16,Laptop,106.11,6,Q2,Summer
2023-06-16,Phone,107.03,6,Q2,Summer
2023-06-16,Tablet,70.76,6,Q2,Summer
2023-06-16,Headphones,89.29,6,Q2,Summer
2023-06-16,Watch,59.1,6,Q2,Summer
2023-06-16,Camera,131.56,6,Q2,Summer
2023-06-17,Laptop,51.84,6,Q2,Summer
2023-06-17,Phone,81.85,6,Q2,Summer
2023-06-17,Tablet,99.92,6,Q2,Summer
2023-06-17,Headphones,60.22,6,Q2,Summer
2023-06-17,Watch,49.83,6,Q2,Summer
2023-06-17,Camera,184.6,6,Q2,Summer
2023-06-18,Laptop,55.73,6,Q2,Summer
2023-06-18,Phone,89.04,6,Q2,Summer
2023-06-18,Tablet,83.73,6,Q2,Summer
2023-06-18,Headphones,114.12,6,Q2,Summer
2023-06-18,Watch,29.57,6,Q2,Summer
2023-06-18,Camera,230.01,6,Q2,Summer
2023-06-19,Laptop,78.44,6,Q2,Summer
2023-06-19,Phone,94.79,6,Q2,Summer
2023-06-19,Tablet,92.68,6,Q2,Summer
2023-06-19,Headphones,148.8,6,Q2,Summer
2023-06-19,Watch,70.4,6,Q2,Summer
2023-06-19,Camera,141.49,6,Q2,Summer
2023-06-20,Laptop,64.79,6,Q2,Summer
2023-06-20,Phone,82.09,6,Q2,Summer
2023-06-20,Tablet,78.05,6,Q2,Summer
2023-06-20,Headphones,99.91,6,Q2,Summer
2023-06-20,Watch,66.96,6,Q2,Summer
2023-06-20,Camera,177.73,6,Q2,Summer
2023-06-21,Laptop,66.43,6,Q2,Summer
2023-06-21,Phone,57.58,6,Q2,Summer
2023-06-21,Tablet,81.12,6,Q2,Summer
2023-06-21,Headphones,107.19,6,Q2,Summer
2023-06-21,Watch,80.54,6,Q2,Summer
2023-06-21,Camera,171.46,6,Q2,Summer
2023-06-22,Laptop,78.42,6,Q2,Summer
2023-06-22,Phone,44.76,6,Q2,Summer
2023-06-22,Tablet,112.03,6,Q2,Summer
2023-06-22,Headphones,131.67,6,Q2,Summer
2023-06-22,Watch,73.21,6,Q2,Summer
2023-06-22,Camera,137.07,6,Q2,Summer
2023-06-23,Laptop,101.89,6,Q2,Summer
2023-06-23,Phone,82.99,6,Q2,Summer
2023-06-23,Tablet,86.02,6,Q2,Summer
2023-06-23,Headphones,48.16,6,Q2,Summer
2023-06-23,Watch,50.09,6,Q2,Summer
2023-06-23,Camera,142.26,6,Q2,Summer
2023-06-24,Laptop,87.27,6,Q2,Summer
2023-06-24,Phone,98.89,6,Q2,Summer
2023-06-24,Tablet,78.57,6,Q2,Summer
2023-06-24,Headphones,120.02,6,Q2,Summer
2023-06-24,Watch,68.67,6,Q2,Summer
2023-06-24,Camera,118.46,6,Q2,Summer
2023-06-25,Laptop,77.0,6,Q2,Summer
2023-06-25,Phone,85.6,6,Q2,Summer
2023-06-25,Tablet,77.4,6,Q2,Summer
2023-06-25,Headphones,88.37,6,Q2,Summer
2023-06-25,Watch,71.43,6,Q2,Summer
2023-06-25,Camera,140.96,6,Q2,Summer
2023-06-26,Laptop,70.63,6,Q2,Summer
2023-06-26,Phone,98.2,6,Q2,Summer
2023-06-26,Tablet,66.4,6,Q2,Summer
2023-06-26,Headphones,46.84,6,Q2,Summer
2023-06-26,Watch,111.62,6,Q2,Summer
2023-06-26,Camera,156.75,6,Q2,Summer
2023-06-27,Laptop,85.83,6,Q2,Summer
2023-06-27,Phone,79.89,6,Q2,Summer
2023-06-27,Tablet,98.63,6,Q2,Summer
2023-06-27,Headphones,108.97,6,Q2,Summer
2023-06-27,Watch,85.34,6,Q2,Summer
2023-06-27,Camera,142.93,6,Q2,Summer
2023-06-28,Laptop,97.12,6,Q2,Summer
2023-06-28,Phone,53.02,6,Q2,Summer
2023-06-28,Tablet,83.15,6,Q2,Summer
2023-06-28,Headphones,105.91,6,Q2,Summer
2023-06-28,Watch,81.77,6,Q2,Summer
2023-06-28,Camera,100.49,6,Q2,Summer
2023-06-29,Laptop,61.92,6,Q2,Summer
2023-06-29,Phone,103.45,6,Q2,Summer
2023-06-29,Tablet,82.64,6,Q2,Summer
2023-06-29,Headphones,68.63,6,Q2,Summer
2023-06-29,Watch,61.57,6,Q2,Summer
2023-06-29,Camera,206.59,6,Q2,Summer
2023-06-30,Laptop,64.68,6,Q2,Summer
2023-06-30,Phone,110.37,6,Q2,Summer
2023-06-30,Tablet,95.14,6,Q2,Summer
2023-06-30,Headphones,71.21,6,Q2,Summer
2023-06-30,Watch,71.39,6,Q2,Summer
2023-06-30,Camera,190.84,6,Q2,Summer
2023-07-01,Laptop,76.4,7,Q3,Summer
2023-07-01,Phone,95.86,7,Q3,Summer
2023-07-01,Tablet,56.12,7,Q3,Summer
2023-07-01,Headphones,140.54,7,Q3,Summer
2023-07-01,Watch,63.76,7,Q3,Summer
2023-07-01,Camera,167.96,7,Q3,Summer
2023-07-02,Laptop,59.94,7,Q3,Summer
2023-07-02,Phone,61.7,7,Q3,Summer
2023-07-02,Tablet,79.02,7,Q3,Summer
